"","pmid","doi","url","year","title"
"29","31276606","10.1002/14651858.CD011156.pub2","https://doi.org/10.1002/14651858.CD011156.pub2","2019","Pay for performance for hospitals."
"30","31274189","10.1002/14651858.CD012656.pub2","https://doi.org/10.1002/14651858.CD012656.pub2","2019","Primaquine at alternative dosing schedules for preventing relapse in people with Plasmodium vivax malaria."
"31","31273764","10.1002/14651858.CD008618.pub3","https://doi.org/10.1002/14651858.CD008618.pub3","2019","Exercise for improving outcomes after osteoporotic vertebral fracture."
"32","31273758","10.1002/14651858.CD012598.pub2","https://doi.org/10.1002/14651858.CD012598.pub2","2019","Dialysate temperature reduction for intradialytic hypotension for people with chronic kidney disease requiring haemodialysis."
"33","31273755","10.1002/14651858.CD012943.pub2","https://doi.org/10.1002/14651858.CD012943.pub2","2019","Interventions for treating neuropathic pain in people with sickle cell disease."
"34","31271656","10.1002/14651858.CD001915.pub6","https://doi.org/10.1002/14651858.CD001915.pub6","2019","Inhaled corticosteroids for cystic fibrosis."
"35","31265739","10.1002/14651858.CD011785.pub2","https://doi.org/10.1002/14651858.CD011785.pub2","2019","Pharmacological interventions for prevention and treatment of upper gastrointestinal bleeding in newborn infants."
"36","31264709","10.1002/14651858.CD007689.pub4","https://doi.org/10.1002/14651858.CD007689.pub4","2019","Acupuncture for polycystic ovarian syndrome."
"37","31264707","10.1002/14651858.CD012582.pub2","https://doi.org/10.1002/14651858.CD012582.pub2","2019","Interventions to help support caregivers of people with a brain or spinal cord tumour."
"38","31264211","10.1002/14651858.CD012295.pub2","https://doi.org/10.1002/14651858.CD012295.pub2","2019","Psychological therapies for the prevention of migraine in adults."
"39","31260100","10.1002/14651858.CD012806.pub2","https://doi.org/10.1002/14651858.CD012806.pub2","2019","Ultrasound, CT, MRI, or PET-CT for staging and re-staging of adults with cutaneous melanoma."
"40","31259389","10.1002/14651858.CD011621.pub3","https://doi.org/10.1002/14651858.CD011621.pub3","2019","Personal protective equipment for preventing highly infectious diseases due to exposure to contaminated body fluids in healthcare staff."
"41","31257574","10.1002/14651858.CD012150.pub2","https://doi.org/10.1002/14651858.CD012150.pub2","2019","Fortification of wheat and maize flour with folic acid for population health outcomes."
"42","31254283","10.1002/14651858.CD013135.pub2","https://doi.org/10.1002/14651858.CD013135.pub2","2019","A realist review of which advocacy interventions work for which abused women under what circumstances."
"43","31251387","10.1002/14651858.CD004039.pub2","https://doi.org/10.1002/14651858.CD004039.pub2","2019","Plasma expanders for people with cirrhosis and large ascites treated with abdominal paracentesis."
"44","31250923","10.1002/14651858.CD012900.pub2","https://doi.org/10.1002/14651858.CD012900.pub2","2019","Computer and mobile technology interventions to promote medication adherence and disease management in people with thalassemia."
"45","31250435","10.1002/14651858.CD007644.pub3","https://doi.org/10.1002/14651858.CD007644.pub3","2019","Banked preterm versus banked term human milk to promote growth and development in very low birth weight infants."
"46","31246272","10.1002/14651858.CD007263.pub3","https://doi.org/10.1002/14651858.CD007263.pub3","2019","Dilute versus full-strength formula in exclusively formula-fed preterm or low birth weight infants."
"47","31242320","10.1002/14651858.CD012815.pub2","https://doi.org/10.1002/14651858.CD012815.pub2","2019","Marine-derived n-3 fatty acids therapy for stroke."
"48","31237346","10.1002/14651858.CD010541.pub3","https://doi.org/10.1002/14651858.CD010541.pub3","2019","Surgery for epilepsy."
"49","31236916","10.1002/14651858.CD011009.pub2","https://doi.org/10.1002/14651858.CD011009.pub2","2019","Thyroxine replacement for subfertile women with euthyroid autoimmune thyroid disease or subclinical hypothyroidism."
"50","31233229","10.1002/14651858.CD012065.pub3","https://doi.org/10.1002/14651858.CD012065.pub3","2019","Topiramate versus carbamazepine monotherapy for epilepsy: an individual participant data review."
"51","31232459","10.1002/14651858.CD013106.pub2","https://doi.org/10.1002/14651858.CD013106.pub2","2019","Radix Sophorae flavescentis versus other drugs or herbs for chronic hepatitis B."
"52","31232458","10.1002/14651858.CD000125.pub5","https://doi.org/10.1002/14651858.CD000125.pub5","2019","Local opinion leaders: effects on professional practice and healthcare outcomes."
"53","31222841","10.1002/14651858.CD004213.pub4","https://doi.org/10.1002/14651858.CD004213.pub4","2019","Ibuprofen for the prevention of patent ductus arteriosus in preterm and/or low birth weight infants."
"54","31222721","10.1002/14651858.CD008223.pub3","https://doi.org/10.1002/14651858.CD008223.pub3","2019","Social skills training for attention deficit hyperactivity disorder (ADHD) in children aged 5 to 18 years."
"55","31220875","10.1002/14651858.CD008414.pub3","https://doi.org/10.1002/14651858.CD008414.pub3","2019","Oral 5-aminosalicylic acid for maintenance of surgically-induced remission in Crohn's disease."
"56","31220333","10.1002/14651858.CD012673.pub2","https://doi.org/10.1002/14651858.CD012673.pub2","2019","Band ligation versus no intervention for primary prevention of upper gastrointestinal bleeding in adults with cirrhosis and oesophageal varices."
"57","31211405","10.1002/14651858.CD009354.pub5","https://doi.org/10.1002/14651858.CD009354.pub5","2019","Enzyme replacement therapy with laronidase (Aldurazyme®) for treating mucopolysaccharidosis type I."
"58","31210358","10.1002/14651858.CD012941.pub2","https://doi.org/10.1002/14651858.CD012941.pub2","2019","Probiotics for preventing acute otitis media in children."
"59","31210357","10.1002/14651858.CD010678.pub3","https://doi.org/10.1002/14651858.CD010678.pub3","2019","Artemether for severe malaria."
"60","31207666","10.1002/14651858.CD008215.pub3","https://doi.org/10.1002/14651858.CD008215.pub3","2019","Risk of ovarian cancer in women treated with ovarian stimulating drugs for infertility."
"61","31206585","10.1002/14651858.CD011271.pub3","https://doi.org/10.1002/14651858.CD011271.pub3","2019","Melatonin and agomelatine for preventing seasonal affective disorder."
"62","31206170","10.1002/14651858.CD002253.pub4","https://doi.org/10.1002/14651858.CD002253.pub4","2019","Medical treatment for early fetal death (less than 24 weeks)."
"63","31206168","10.1002/14651858.CD012962.pub2","https://doi.org/10.1002/14651858.CD012962.pub2","2019","Rapid initiation of antiretroviral therapy for people living with HIV."
"64","31204795","10.1002/14651858.CD011695.pub2","https://doi.org/10.1002/14651858.CD011695.pub2","2019","Nutritional interventions for preventing stunting in children (birth to 59 months) living in urban slums in low- and middle-income countries (LMIC)."
"65","31204792","10.1002/14651858.CD012427.pub2","https://doi.org/10.1002/14651858.CD012427.pub2","2019","Rigid dressings versus soft dressings for transtibial amputations."
"66","31204791","10.1002/14651858.CD009912.pub2","https://doi.org/10.1002/14651858.CD009912.pub2","2019","Psychosocial interventions for informal caregivers of people living with cancer."
"67","31204790","10.1002/14651858.CD012334.pub2","https://doi.org/10.1002/14651858.CD012334.pub2","2019","Pharmacotherapies that specifically target ammonia for the prevention and treatment of hepatic encephalopathy in adults with cirrhosis."
"68","31204439","10.1002/14651858.CD009955.pub3","https://doi.org/10.1002/14651858.CD009955.pub3","2019","Exercise training undertaken by people within 12 months of lung resection for non-small cell lung cancer."
"69","31201734","10.1002/14651858.CD011265.pub2","https://doi.org/10.1002/14651858.CD011265.pub2","2019","Acetyl-L-carnitine for the treatment of diabetic peripheral neuropathy."
"70","31198991","10.1002/14651858.CD001008.pub3","https://doi.org/10.1002/14651858.CD001008.pub3","2019","Hypnotherapy for smoking cessation."
"71","31194903","10.1002/14651858.CD012392.pub2","https://doi.org/10.1002/14651858.CD012392.pub2","2019","Provision and uptake of routine antenatal services: a qualitative evidence synthesis."
"72","31194900","10.1002/14651858.CD012292.pub2","https://doi.org/10.1002/14651858.CD012292.pub2","2019","Environmental interventions to reduce the consumption of sugar-sweetened beverages and their effects on health."
"73","31194882","10.1002/14651858.CD003506.pub2","https://doi.org/10.1002/14651858.CD003506.pub2","2019","Early versus deferred standard androgen suppression therapy for advanced hormone-sensitive prostate cancer."
"74","31194880","10.1002/14651858.CD013079.pub2","https://doi.org/10.1002/14651858.CD013079.pub2","2019","Antibiotic therapy for chronic infection with Burkholderia cepacia complex in people with cystic fibrosis."
"75","31194879","10.1002/14651858.CD010126.pub2","https://doi.org/10.1002/14651858.CD010126.pub2","2019","Inhaled corticosteroids in children with persistent asthma: effects of different drugs and delivery devices on growth."
"76","31173647","10.1002/14651858.CD009593.pub4","https://doi.org/10.1002/14651858.CD009593.pub4","2019","Xpert MTB/RIF and Xpert MTB/RIF Ultra for pulmonary tuberculosis and rifampicin resistance in adults."
"77","31173336","10.1002/14651858.CD011751.pub3","https://doi.org/10.1002/14651858.CD011751.pub3","2019","Interventions for smoking cessation in people diagnosed with lung cancer."
"78","31169915","10.1002/14651858.CD002034.pub2","https://doi.org/10.1002/14651858.CD002034.pub2","2019","Biopsy versus resection for high-grade glioma."
"79","31167038","10.1002/14651858.CD000028.pub3","https://doi.org/10.1002/14651858.CD000028.pub3","2019","Pharmacotherapy for hypertension in adults 60 years or older."
"80","31167037","10.1002/14651858.CD009245.pub3","https://doi.org/10.1002/14651858.CD009245.pub3","2019","Interventions for the treatment of Paget's disease of the vulva."
"81","31166007","10.1002/14651858.CD009670.pub4","https://doi.org/10.1002/14651858.CD009670.pub4","2019","Additional behavioural support as an adjunct to pharmacotherapy for smoking cessation."
"82","31163089","10.1002/14651858.CD012902.pub2","https://doi.org/10.1002/14651858.CD012902.pub2","2019","Route of antibiotic prophylaxis for prevention of cerebrospinal fluid-shunt infection."
"83","31158920","10.1002/14651858.CD013171.pub2","https://doi.org/10.1002/14651858.CD013171.pub2","2019","Lipid emulsions for parenterally fed term and late preterm infants."
"84","31158919","10.1002/14651858.CD013163.pub2","https://doi.org/10.1002/14651858.CD013163.pub2","2019","Lipid emulsions for parenterally fed preterm infants."
"85","31158298","10.1002/14651858.CD001026.pub2","https://doi.org/10.1002/14651858.CD001026.pub2","2019","Antidepressants plus benzodiazepines for adults with major depression."
"86","31157404","10.1002/14651858.CD012352.pub2","https://doi.org/10.1002/14651858.CD012352.pub2","2019","Screening for reducing morbidity and mortality in malignant melanoma."
"87","31152444","10.1002/14651858.CD004048.pub4","https://doi.org/10.1002/14651858.CD004048.pub4","2019","Lithium for acute mania."
"88","31150100","10.1002/14651858.CD009903.pub3","https://doi.org/10.1002/14651858.CD009903.pub3","2019","Percutaneous transluminal angioplasty for treatment of chronic cerebrospinal venous insufficiency (CCSVI) in people with multiple sclerosis."
"89","31149735","10.1002/14651858.CD004680.pub3","https://doi.org/10.1002/14651858.CD004680.pub3","2019","Catheter type, placement and insertion techniques for preventing catheter-related infections in chronic peritoneal dialysis patients."
"90","31149734","10.1002/14651858.CD012628.pub2","https://doi.org/10.1002/14651858.CD012628.pub2","2019","Oral hygiene interventions for people with intellectual disabilities."
"91","31145805","10.1002/14651858.CD004969.pub5","https://doi.org/10.1002/14651858.CD004969.pub5","2019","Antibiotic use for irreversible pulpitis."
"92","31141165","10.1002/14651858.CD001724.pub3","https://doi.org/10.1002/14651858.CD001724.pub3","2019","WITHDRAWN: Guided tissue regeneration for periodontal infra-bony defects."
"93","31140578","10.1002/14651858.CD011320.pub4","https://doi.org/10.1002/14651858.CD011320.pub4","2019","Time-lapse systems for embryo incubation and assessment in assisted reproduction."
"94","31136680","10.1002/14651858.CD001176.pub4","https://doi.org/10.1002/14651858.CD001176.pub4","2019","Treatment and prevention of pouchitis after ileal pouch-anal anastomosis for chronic ulcerative colitis."
"95","31135969","10.1002/14651858.CD001480.pub5","https://doi.org/10.1002/14651858.CD001480.pub5","2019","Pneumococcal conjugate vaccines for preventing acute otitis media in children."
"96","31132298","10.1002/14651858.CD005522.pub3","https://doi.org/10.1002/14651858.CD005522.pub3","2019","Tramadol for osteoarthritis."
"97","31132142","10.1002/14651858.CD011399.pub2","https://doi.org/10.1002/14651858.CD011399.pub2","2019","Antibiotic therapy for adults with neurosyphilis."
"98","31129916","10.1002/14651858.CD012625.pub2","https://doi.org/10.1002/14651858.CD012625.pub2","2019","Interventions for improving sleep quality in people with chronic kidney disease."
"99","31128077","10.1002/14651858.CD012832.pub2","https://doi.org/10.1002/14651858.CD012832.pub2","2019","Prostatic urethral lift for the treatment of lower urinary tract symptoms in men with benign prostatic hyperplasia."
"100","31125448","10.1002/14651858.CD010455.pub3","https://doi.org/10.1002/14651858.CD010455.pub3","2019","Down-titration and discontinuation strategies of tumour necrosis factor-blocking agents for rheumatoid arthritis in patients with low disease activity."
"101","31125127","10.1002/14651858.CD013024.pub2","https://doi.org/10.1002/14651858.CD013024.pub2","2019","Head-to-head oral prophylactic antibiotic therapy for chronic obstructive pulmonary disease."
"102","31124142","10.1002/14651858.CD013340","https://doi.org/10.1002/14651858.CD013340","2019","Mixed exercise training for adults with fibromyalgia."
"103","31124141","10.1002/14651858.CD011270.pub3","https://doi.org/10.1002/14651858.CD011270.pub3","2019","Psychological therapies for preventing seasonal affective disorder."
"104","31120549","10.1002/14651858.CD009613.pub4","https://doi.org/10.1002/14651858.CD009613.pub4","2019","Techniques of monitoring blood glucose during pregnancy for women with pre-existing diabetes."
"105","31120142","10.1002/14651858.CD008388.pub3","https://doi.org/10.1002/14651858.CD008388.pub3","2019","Interventions for visual field defects in people with stroke."
"106","31120132","10.1002/14651858.CD012688.pub2","https://doi.org/10.1002/14651858.CD012688.pub2","2019","Indoor residual spraying for preventing malaria in communities using insecticide-treated nets."
"107","31119726","10.1002/14651858.CD012578.pub2","https://doi.org/10.1002/14651858.CD012578.pub2","2019","Interventions for promoting participation in shared decision-making for children and adolescents with cystic fibrosis."
"108","31116878","10.1002/14651858.CD012845.pub2","https://doi.org/10.1002/14651858.CD012845.pub2","2019","Calcium, vitamin D or recombinant parathyroid hormone for managing post-thyroidectomy hypoparathyroidism."
"109","31111960","10.1002/14651858.CD009760.pub4","https://doi.org/10.1002/14651858.CD009760.pub4","2019","Transcranial direct current stimulation (tDCS) for improving aphasia in adults with aphasia after stroke."
"110","31111956","10.1002/14651858.CD013336","https://doi.org/10.1002/14651858.CD013336","2019","Extended versus standard lymph node dissection for urothelial carcinoma of the bladder in patients undergoing radical cystectomy."
"111","31107970","10.1002/14651858.CD010127.pub2","https://doi.org/10.1002/14651858.CD010127.pub2","2019","Perioperative nutrition for the treatment of bladder cancer by radical cystectomy."
"112","31107966","10.1002/14651858.CD001287.pub6","https://doi.org/10.1002/14651858.CD001287.pub6","2019","Mucolytic agents versus placebo for chronic bronchitis or chronic obstructive pulmonary disease."
"113","31107543","10.1002/14651858.CD012399.pub2","https://doi.org/10.1002/14651858.CD012399.pub2","2019","Galactomannan detection in broncho-alveolar lavage fluid for invasive aspergillosis in immunocompromised patients."
"114","31106850","10.1002/14651858.CD012855.pub2","https://doi.org/10.1002/14651858.CD012855.pub2","2019","Comparative effectiveness of continuation and maintenance treatments for persistent depressive disorder in adults."
"115","31106396","10.1002/14651858.CD010919.pub2","https://doi.org/10.1002/14651858.CD010919.pub2","2019","Interventions to reduce ambient particulate matter air pollution and their effect on health."
"116","31102534","10.1002/14651858.CD013160.pub2","https://doi.org/10.1002/14651858.CD013160.pub2","2019","Single-dose intravesical chemotherapy after nephroureterectomy for upper tract urothelial carcinoma."
"117","31094450","10.1002/14651858.CD013000.pub2","https://doi.org/10.1002/14651858.CD013000.pub2","2019","Interventions for orbital lymphangioma."
"118","31090070","10.1002/14651858.CD009000.pub3","https://doi.org/10.1002/14651858.CD009000.pub3","2019","Ready-to-use therapeutic food (RUTF) for home-based nutritional rehabilitation of severe acute malnutrition in children from six months to five years of age."
"119","31087649","10.1002/14651858.CD011150.pub2","https://doi.org/10.1002/14651858.CD011150.pub2","2019","Intrastromal corneal ring segments for treating keratoconus."
"120","31087641","10.1002/14651858.CD012533.pub2","https://doi.org/10.1002/14651858.CD012533.pub2","2019","Telephone interventions, delivered by healthcare professionals, for providing education and psychosocial support for informal caregivers of adults with diagnosed illnesses."
"121","31087568","10.1002/14651858.CD012245.pub2","https://doi.org/10.1002/14651858.CD012245.pub2","2019","Biochemical tests of placental function versus ultrasound assessment of fetal size for stillbirth and small-for-gestational-age infants."
"122","31087323","10.1002/14651858.CD013098.pub2","https://doi.org/10.1002/14651858.CD013098.pub2","2019","Self-certification versus physician certification of sick leave for reducing sickness absence and associated costs."
"123","31077334","10.1002/14651858.CD007138.pub4","https://doi.org/10.1002/14651858.CD007138.pub4","2019","Enteral lactoferrin for the treatment of sepsis and necrotizing enterocolitis in neonates."
"124","31074847","10.1002/14651858.CD004962.pub4","https://doi.org/10.1002/14651858.CD004962.pub4","2019","Conservative management following closed reduction of traumatic anterior dislocation of the shoulder."
"125","31074495","10.1002/14651858.CD010068.pub2","https://doi.org/10.1002/14651858.CD010068.pub2","2019","Fortification of staple foods with vitamin A for vitamin A deficiency."
"126","31063591","10.1002/14651858.CD009219.pub5","https://doi.org/10.1002/14651858.CD009219.pub5","2019","Medical interventions for the prevention of platinum-induced hearing loss in children with cancer."
"127","31055832","10.1002/14651858.CD007231.pub3","https://doi.org/10.1002/14651858.CD007231.pub3","2019","Stem cell transplantation for ischemic stroke."
"128","31046132","10.1002/14651858.CD012611.pub3","https://doi.org/10.1002/14651858.CD012611.pub3","2019","Preventive lipid-based nutrient supplements given with complementary foods to infants and young children 6 to 23 months of age for health, nutrition, and developmental outcomes."
"129","31045250","10.1002/14651858.CD002850.pub4","https://doi.org/10.1002/14651858.CD002850.pub4","2019","Telephone counselling for smoking cessation."
"130","31042010","10.1002/14651858.CD012785.pub2","https://doi.org/10.1002/14651858.CD012785.pub2","2019","Prostacyclin for pulmonary arterial hypertension."
"131","31041816","10.1002/14651858.CD004780.pub4","https://doi.org/10.1002/14651858.CD004780.pub4","2019","Family therapy approaches for anorexia nervosa."
"132","31041813","10.1002/14651858.CD010990.pub2","https://doi.org/10.1002/14651858.CD010990.pub2","2019","Positional therapy for obstructive sleep apnoea."
"133","31039287","10.1002/14651858.CD004827.pub5","https://doi.org/10.1002/14651858.CD004827.pub5","2019","Probiotics for the prevention of pediatric antibiotic-associated diarrhea."
"134","31038735","10.1002/14651858.CD011811.pub2","https://doi.org/10.1002/14651858.CD011811.pub2","2019","Plasma interleukin-6 concentration for the diagnosis of sepsis in critically ill adults."
"135","31038197","10.1002/14651858.CD012915.pub2","https://doi.org/10.1002/14651858.CD012915.pub2","2019","MVA85A vaccine to enhance BCG for preventing tuberculosis."
"136","31032884","10.1002/14651858.CD011337.pub2","https://doi.org/10.1002/14651858.CD011337.pub2","2019","Guided imagery for treating hypertension in pregnancy."
"137","31032883","10.1002/14651858.CD012191.pub2","https://doi.org/10.1002/14651858.CD012191.pub2","2019","Risk-reducing medications for primary breast cancer: a network meta-analysis."
"138","31032882","10.1002/14651858.CD001808.pub3","https://doi.org/10.1002/14651858.CD001808.pub3","2019","Prophylactic oxytocin for the third stage of labour to prevent postpartum haemorrhage."
"139","31025714","10.1002/14651858.CD004055.pub2","https://doi.org/10.1002/14651858.CD004055.pub2","2019","Interventions for hand eczema."
"140","31022301","10.1002/14651858.CD012663.pub2","https://doi.org/10.1002/14651858.CD012663.pub2","2019","Prostate MRI, with or without MRI-targeted biopsy, and systematic biopsy for detecting prostate cancer."
"141","31017680","10.1002/14651858.CD009857.pub3","https://doi.org/10.1002/14651858.CD009857.pub3","2019","WITHDRAWN: Interdental brushing for the prevention and control of periodontal diseases and dental caries in adults."
"142","31016728","10.1002/14651858.CD012442.pub2","https://doi.org/10.1002/14651858.CD012442.pub2","2019","Anti-GD2 antibody-containing immunotherapy postconsolidation therapy for people with high-risk neuroblastoma treated with autologous haematopoietic stem cell transplantation."
"143","31016723","10.1002/14651858.CD009487.pub3","https://doi.org/10.1002/14651858.CD009487.pub3","2019","Lateral pararectal versus transrectal stoma placement for prevention of parastomal herniation."
"144","31016718","10.1002/14651858.CD011903.pub2","https://doi.org/10.1002/14651858.CD011903.pub2","2019","Robotic versus open radical cystectomy for bladder cancer in adults."
"145","31013353","10.1002/14651858.CD012725.pub2","https://doi.org/10.1002/14651858.CD012725.pub2","2019","Types of materials for frontalis sling surgery for congenital ptosis."
"146","31013349","10.1002/14651858.CD004317.pub5","https://doi.org/10.1002/14651858.CD004317.pub5","2019","Strategies to improve adherence and continuation of shorter-term hormonal methods of contraception."
"147","31013348","10.1002/14651858.CD008829.pub3","https://doi.org/10.1002/14651858.CD008829.pub3","2019","WITHDRAWN: Flossing for the management of periodontal diseases and dental caries in adults."
"148","31012954","10.1002/14651858.CD007019.pub3","https://doi.org/10.1002/14651858.CD007019.pub3","2019","Hospital nurse-staffing models and patient- and staff-related outcomes."
"149","31012953","10.1002/14651858.CD009537.pub3","https://doi.org/10.1002/14651858.CD009537.pub3","2019","Interventions for preventing delirium in older people in institutional long-term care."
"150","31012483","10.1002/14651858.CD013315","https://doi.org/10.1002/14651858.CD013315","2019","Interventions for preventing high altitude illness: Part 3. Miscellaneous and non-pharmacological interventions."
"151","31006114","10.1002/14651858.CD011408.pub2","https://doi.org/10.1002/14651858.CD011408.pub2","2019","Haloperidol discontinuation for people with schizophrenia."
"152","31002742","10.1002/14651858.CD011385.pub3","https://doi.org/10.1002/14651858.CD011385.pub3","2019","Antifibrinolytic therapy for preventing oral bleeding in patients with haemophilia or Von Willebrand disease undergoing minor oral surgery or dental extractions."
"153","30999387","10.1002/14651858.CD011875.pub2","https://doi.org/10.1002/14651858.CD011875.pub2","2019","Aqueous shunts with mitomycin C versus aqueous shunts alone for glaucoma."
"154","30998259","10.1002/14651858.CD012368.pub2","https://doi.org/10.1002/14651858.CD012368.pub2","2019","Metformin and second- or third-generation sulphonylurea combination therapy for adults with type 2 diabetes mellitus."
"155","30997928","10.1002/14651858.CD013308","https://doi.org/10.1002/14651858.CD013308","2019","Different doses, durations and modes of delivery of nicotine replacement therapy for smoking cessation."
"156","30997925","10.1002/14651858.CD009876.pub4","https://doi.org/10.1002/14651858.CD009876.pub4","2019","Eradication therapy for Burkholderia cepacia complex in people with cystic fibrosis."
"157","30993666","10.1002/14651858.CD008123.pub4","https://doi.org/10.1002/14651858.CD008123.pub4","2019","Medical treatment for botulism."
"158","30991443","10.1002/14651858.CD012856.pub2","https://doi.org/10.1002/14651858.CD012856.pub2","2019","Screening hysteroscopy in subfertile women and women undergoing assisted reproduction."
"159","30990224","10.1002/14651858.CD012807.pub2","https://doi.org/10.1002/14651858.CD012807.pub2","2019","Yoga as part of a package of care versus non-standard care for schizophrenia."
"160","30985922","10.1002/14651858.CD008205.pub3","https://doi.org/10.1002/14651858.CD008205.pub3","2019","Hepatic late adverse effects after antineoplastic treatment for childhood cancer."
"161","30985921","10.1002/14651858.CD011422.pub2","https://doi.org/10.1002/14651858.CD011422.pub2","2019","Robot-assisted surgery in gynaecology."
"162","30982950","10.1002/14651858.CD010412.pub2","https://doi.org/10.1002/14651858.CD010412.pub2","2019","Barriers and facilitators to the implementation of doctor-nurse substitution strategies in primary care: a qualitative evidence synthesis."
"163","30977111","10.1002/14651858.CD012680.pub2","https://doi.org/10.1002/14651858.CD012680.pub2","2019","Adjuvant therapy with antidepressants for the management of inflammatory bowel disease."
"164","30973639","10.1002/14651858.CD013283.pub2","https://doi.org/10.1002/14651858.CD013283.pub2","2019","First aid glucose administration routes for symptomatic hypoglycaemia."
"165","30970390","10.1002/14651858.CD007646.pub3","https://doi.org/10.1002/14651858.CD007646.pub3","2019","Community-based antibiotic delivery for possible serious bacterial infections in neonates in low- and middle-income countries."
"166","30968949","10.1002/14651858.CD012018.pub2","https://doi.org/10.1002/14651858.CD012018.pub2","2019","Home use of interdental cleaning devices, in addition to toothbrushing, for preventing and controlling periodontal diseases and dental caries."
